@RELATION partial_discharge

@ATTRIBUTE Spectral_Centroid_SD NUMERIC
@ATTRIBUTE Spectral_Rolloff_Point_SD NUMERIC
@ATTRIBUTE Spectral_Flux_SD NUMERIC
@ATTRIBUTE Compactness_SD NUMERIC
@ATTRIBUTE Spectral_Variability_SD NUMERIC
@ATTRIBUTE RMS_SD NUMERIC
@ATTRIBUTE Fraction_Of_Low_Energy_Windows_SD NUMERIC
@ATTRIBUTE Zero_Crossings_SD NUMERIC
@ATTRIBUTE Strongest_Freq_Zero_Crossing_SD NUMERIC
@ATTRIBUTE Strongest_Frequency_Spectral_Centroid_SD NUMERIC
@ATTRIBUTE Strongest_Frequency_Via_FFT_Maximum_SD NUMERIC
@ATTRIBUTE Relative_Difference_Function_SD NUMERIC
@ATTRIBUTE Spectral_Centroid_Average NUMERIC
@ATTRIBUTE Spectral_Rolloff_Point_Average NUMERIC
@ATTRIBUTE Spectral_Flux_Average NUMERIC
@ATTRIBUTE Compactness_Average NUMERIC
@ATTRIBUTE Spectral_Variability_Average NUMERIC
@ATTRIBUTE RMS_Average NUMERIC
@ATTRIBUTE Fraction_Of_Low_Energy_Windows_Average NUMERIC
@ATTRIBUTE Zero_Crossings_Average NUMERIC
@ATTRIBUTE Strongest_Frequency_Zero_Crossings_Average NUMERIC
@ATTRIBUTE Strongest_Frequency_Via_Spectral_Centroid_Average NUMERIC
@ATTRIBUTE Strongest_Frequency_Via_FFT_Maximum_Average NUMERIC
@ATTRIBUTE class {PD, Non-PD}
@DATA

6.105	0.09773	0.001648	155.7	0.001225	0.0366	0.01208	11.91	93.07	95.39	30.12	1.077	48.6	48.59	0.004897	1511	0.005619	0.2454	0.4598	107.5	840.1	759.2	493.8	PD
12.1	0.1453	0.000371	211.2	0.0004835	0.02004	0.05704	19.78	154.5	189.1	108.8	1.277	76.24	0.5239	0.0006779	1518	0.00162	0.08775	0.454	158.8	1241	1191	666	PD
27.67	0.2306	0.001811	280.8	0.001679	0.06654	0.02398	51.37	401.3	432.4	57.91	1.67	48.17	0.3083	0.001862	1409	0.002707	0.1203	0.6043	98.58	770.1	752.7	468.5	PD
3.706	0.03819	0.0004474	179.4	0.0003217	0.008645	0.02976	7.861	61.42	57.91	141	1.055	25.26	0.1286	0.00007351	1536	0.0007312	0.02912	0.5642	53.42	417.3	394.7	369.9	PD
6.884	0.03852	0.0002263	157.8	0.0002586	0.01112	0.02963	15.24	119.1	107.6	0	-5.083	0	0	0	0	0	0	0	0	0	0	0	PD
6.393	0.03335	0.0008402	167.6	0.0006099	0.03111	0.01069	15.99	124.9	99.89	548.9	1.218	96.27	0.5724	0.002554	1528	0.002854	0.1723	0.4826	198.2	1549	1504	1629	PD
2.082	0.01632	0.0008263	170.2	0.0007302	0.01758	0.02711	7.513	58.7	32.53	33.57	1.082	36.7	0.1575	0.002562	1633	0.005166	0.2183	0.4873	78.46	613	573.5	478.2	Non-PD
7.541	0.01194	0.0001738	144.5	0.0003589	0.01718	0.04022	12.26	95.81	117.8	954.1	1.27	94.86	0.5824	0.0007314	1795	0.002882	0.1473	0.5	178.3	1393	1482	1212	Non-PD
8.697	0.1241	0.0008011	134.3	0.000542	0.01742	0.01821	16.39	128.1	135.9	166.4	1.326	59.84	0.4504	0.0007498	1607	0.002001	0.1038	0.6462	129.5	1012	935	543.3	Non-PD
10.79	0.08851	0.001516	311.4	0.0005371	0.02371	0.02796	17.43	136.2	168.6	286.3	1.114	74.94	0.4099	0.002053	2046	0.005304	0.2659	0.5893	174.4	1363	1171	920.1	Non-PD
3.585	0.005271	0.00116	270.4	0.000401	0.01271	0.0169	17.21	134.5	56.02	19.1	1.052	120.4	0.5691	0.001956	1695	0.004046	0.1835	0.5295	244.5	1910	1881	2224	Non-PD
